strain,strain_rate
0.11287657419160188,1
0.11292123623947595,1
0.11301055435157373,1
0.11311660924903706,1
0.11319195721014286,1
0.11325613803265623,1
0.11334263610254748,1
0.11342075696113546,1
0.11348492310124327,1
0.11355745378035753,1
0.11361882178477302,1
0.11370807761435363,1
0.11378338102437856,1
0.11385031262867047,1
0.11391723975342256,1
0.11400089236092312,1
0.11407896181489484,1
0.11414587363907558,1
0.11422393177570024,1
0.11427410878906331,1
0.11435773155011261,1
0.1144441343908689,1
0.11451380866367179,1
0.11458626475809709,1
0.11464478315588002,1
0.11472558864735365,1
0.1148008154771774,1
0.11486767901985571,1
0.11493175238666836,1
0.11498746502091546,1
0.11509331047550905,1
0.1151629395336927,1
0.1152409183235014,1
0.11529661373644166,1
0.11538015104007317,1
0.11545532864720526,1
0.11552214844259454,1
0.11559731537586074,1
0.11565299094320922,1
0.11573928194714715,1
0.11581721580917131,1
0.11589236056723372,1
0.11595636831497594,1
0.11603706789691233,1
0.11610941370992998,1
0.11618453651488403,1
0.11625408963610832,1
0.11632085608154324,1
0.1163987446341908,1
0.11647106428708781,1
0.11654059748295899,1
0.11660734480266176,1
0.11666018327130397,1
0.11675472935285641,1
0.11683258412038805,1
0.11690487240610287,1
0.11696881538011232,1
0.11704943330263202,1
0.11712170591495709,1
0.11719119388592254,1
0.11724678078632778,1
0.11729124808202882,1
0.11735794531828686,1
0.11742463810632006,1
0.11750799783694968,1
0.11756912389000396,1
0.11764135895404677,1
0.11771636676739575,1
0.1177941467057666,1
0.11786081040962672,1
0.11793302440750837,1
0.11801078749674183,1
0.11807465979659675,1
0.11816074209410302,1
0.1182190516986834,1
0.11829956889678384,1
0.11837452735733865,1
0.11844392832981307,1
0.1185188759705935,1
0.11858549138042786,1
0.11865487771384585,1
0.11874368519593458,1
0.11884635901655932,1
0.11890462865795387,1
0.11894902229635287,1
0.11902670642164097,1
0.11909051386743663,1
0.11917928267191782,1
0.1192403066543619,1
0.11930687402472577,1
0.11940671677248109,1
0.11950654955265733,1
0.11957864480715709,1
0.1196451896597985,1
0.11972559211572109,1
0.11979767158059001,1
0.1198642018602081,1
0.11993072771384233,1
0.11998339087611128,1
0.12005545176204774,1
0.12015799099378623,1
0.12022726830674088,1
0.12029931162142955,1
0.12036026729559053,1
0.1204433826819587,1
0.12052095081036178,1
0.12058189297626527,1
0.12063729172260569,1
0.1206843782440976,1
0.12076192768190305,1
0.12083670180178431,1
0.12089485558532737,1
0.12096685082259664,1
0.1210416096216728,1
0.12113020540623258,1
0.12121325682618277,1
0.12128246107424388,1
0.12133228516752496,1
0.12140978437873251,1
0.12147620749400108,1
0.12154262619753226,1
0.12161457481518133,1
0.12169205215309876,1
0.12177229021115957,1
0.12185805480952248,1
0.12190231753091257,1
0.12197700643093186,1
0.12205445569478768,1
0.12216785272418364,1
0.12224252179504463,1
0.12231995049845673,1
0.1223780180919169,1
0.12246373075822785,1
0.12253561313657026,1
0.12259366820873378,1
0.12266830549230295,1
0.12272635286173682,1
0.12282861860073051,1
0.12289494754255952,1
0.12296403551229877,1
0.12303588193783187,1
0.12311324923913322,1
0.1231850849453782,1
0.12324862761499285,1
0.12332045359724407,1
0.12337293855271984,1
0.12347237617778932,1
0.12354970971738398,1
0.12361046758899924,1
0.12368502902282247,1
0.12375958489765296,1
0.12383413521431917,1
0.12390315833018821,1
0.12396113406597861,1
0.12402186694622637,1
0.12406327361353386,1
0.12415988250355912,1
0.12425924191145876,1
0.12433651462622568,1
0.12439446524403684,1
0.12448000525680972,1
0.12455174285175487,1
0.12461519874234506,1
0.1246924439573183,1
0.12475313244059384,1
0.12483864177978278,1
0.1249075955986794,1
0.12496551313240167,1
0.12502066956986124,1
0.12507582296525618,1
0.12515854735521098,1
0.12525505049508434,1
0.12533500318519045,1
0.1254039227877445,1
0.12548662004141586,1
0.12555552919574878,1
0.12562443360193712,1
0.12567955370866368,1
0.1257236476066264,1
0.12578702917886883,1
0.12585591763608409,1
0.1259661292976915,1
0.12603776036466688,1
0.12609285769411313,1
0.1261644796842985,1
0.12623609654514178,1
0.12631321665975848,1
0.1263682988148067,1
0.1264371472422669,1
0.1265170054801686,1
0.12660787089066042,1
0.12666293681835633,1
0.12672075277915665,1
0.1268005883729349,1
0.12686114905475662,1
0.12694647833637723,1
0.12700703018391504,1
0.12707858673150732,1
0.12716940113033032,1
0.12727121352869192,1
0.12733999982208702,1
0.12740603021259828,1
0.1274472969927086,1
0.12751607117545763,1
0.12758759130840558,1
0.12765085485473346,1
0.12772786594436844,1
0.12779662083458704,1
0.12789836939747642,1
0.12798910938211297,1
0.12806334506393985,1
0.12812657852050782,1
0.1282035529842675,1
0.12828327029024972,1
0.12834923842766313,1
0.12842069899932318,1
0.12849765082751674,1
0.12856910079470765,1
0.12863779787222354,1
0.12870649023077535,1
0.12876418816561735,1
0.12884386079357862,1
0.12892627407425075,1
0.12898945299009423,1
0.1290636144506145,1
0.1291212917843996,1
0.12920642843564212,1
0.12928331982659036,1
0.12934098449011242,1
0.12940413721126054,1
0.12944532161994748,1
0.12951670391058062,1
0.12960729717297467,1
0.12968415774792943,1
0.1297472888011549,1
0.1297994375348445,1
0.12987079455324924,1
0.12995312324786454,1
0.1300162373238336,1
0.1300848350626046,1
0.13016714613815503,1
0.1302604238341538,1
0.1303344911009822,1
0.13039483815140113,1
0.13043872462806477,1
0.13051552132803862,1
0.1306032817640449,1
0.13066361259640935,1
0.13072393978918387,1
0.1308116819370034,1
0.1309021579643451,1
0.13098166044335643,1
0.1310529331547102,1
0.13109953179650527,1
0.131181759397068,1
0.13127220194898004,1
0.13132701163605773,1
0.13139277929538307,1
0.13145854262960785,1
0.13155443974030148,1
0.13162567164126449,1
0.1316968984686052,1
0.1317379885613785,1
0.13180372919815508,1
0.13187494334460148,1
0.13195710721226528,1
0.13203378739841665,1
0.13208307869905983,1
0.13216522546799978,1
0.13224736548940236,1
0.13229664626388699,1
0.13236782531756416,1
0.13243899930514427,1
0.13251016822734837,1
0.13259227992119454,1
0.13265796442213915,1
0.13272090802059067,1
0.13280573877644242,1
0.13287688160390732,1
0.13295075533731432,1
0.13301368050972948,1
0.13307386610022287,1
0.13317234379920706,1
0.13326534161109024,1
0.13332824699184576,1
0.13337473973009864,1
0.13344310747750365,1
0.13351420497681582,1
0.13359896846622404,1
0.1336591188421819,1
0.13371926560028982,1
0.13382041335400752,1
0.13391335091916487,1
0.1339762155511336,1
0.13403634324049932,1
0.13408007019844906,1
0.13416478573874585,1
0.13426862080503393,1
0.13434512395536172,1
0.13440249747749694,1
0.13448718570875198,1
0.13456094058309476,1
0.13462376451903516,1
0.13469204692964923,1
0.1347548626297713,1
0.1348504441684065,1
0.1349241722565203,1
0.13498424297615833,1
0.13506069140081198,1
0.13512348394926815,1
0.1352108409363812,1
0.13527635366907723,1
0.1353418621101363,1
0.1353991784760214,1
0.1354510333097905,1
0.13555200605951442,1
0.1356311397368021,1
0.13570481029030584,1
0.13575392097761985,1
0.13583303867888277,1
0.13591487799016863,1
0.1359830723003347,1
0.136048534463228,1
0.13608944613901686,1
0.13618490020727342,1
0.13627216452549448,1
0.13633215432724624,1
0.13640304672624748,1
0.13647666043697057,1
0.1365557209796671,1
0.13662387160347605,1
0.1366892918330699,1
0.1367383541967955,1
0.13679013963610429,1
0.13687735115680144,1
0.13697545502707775,1
0.13705175138396375,1
0.13709534668875623,1
0.13716890945622082,1
0.1372533637385798,1
0.13733236290095746,1
0.1374004606184844,1
0.13744676441771939,1
0.1375230248252593,1
0.13760472595169096,1
0.13766463586897879,1
0.1377327109640038,1
0.13778172216307247,1
0.13786884725297552,1
0.13797502069419718,1
0.13804307466374358,1
0.1380947925833337,1
0.13818189040240492,1
0.13825809477167375,1
0.13832612948028689,1
0.1383941595604933,1
0.13843225438395573,1
0.13850571887411112,1
0.13860638366994865,1
0.13868255569907234,1
0.138745121239897,1
0.13881040284845905,1
0.13889471861922986,1
0.13896542959088248,1
0.13902797743660544,1
0.13908780215021252,1
0.13916393751893485,1
0.13925094227162432,1
0.1393189094679628,1
0.13938959045208904,1
0.13943308395933085,1
0.1395037568742375,1
0.1395798605818838,1
0.13965324081518427,1
0.1397211806748466,1
0.13978096393337813,1
0.1398706321203883,1
0.13995757541168136,1
0.1400146278388021,1
0.1400635273286271,1
0.14011514086279397,1
0.14019119805784128,1
0.14028354544705607,1
0.1403432950960445,1
0.14040575682128498,1
0.1404790764773671,1
0.1405496755101897,1
0.14062298461534908,1
0.1406827139870139,1
0.1407505839427751,1
0.1408320218097995,1
0.14091616730555442,1
0.1409867354880188,1
0.14105729869096614,1
0.14110343347782484,1
0.14117670200020782,1
0.14124996515470772,1
0.14131779662338012,1
0.14138562349125627,1
0.1414615841219831,1
0.14153753898313073,1
0.1416053509487136,1
0.1416731583161458,1
0.1417382490635189,1
0.14181418291432368,1
0.14189553421368437,1
0.1419524761857629,1
0.14202026002042897,1
0.14209888351289782,1
0.14218021165573316,1
0.14226966497403665,1
0.14233471690718624,1
0.14237808251176365,1
0.1424485476085333,1
0.14252442754483058,1
0.14258404345579276,1
0.14266533215264424,1
0.14273577701195977,1
0.1428333078561667,1
0.14292270277453137,1
0.14299042087763766,1
0.14302834101242132,1
0.14310417696845115,1
0.14319354767685463,1
0.14326124744196245,1
0.14333706573803673,1
0.1434047557880313,1
0.14349409963872956,1
0.14355636487512066,1
0.14362133316249828,1
0.14366734981241305,1
0.1437241909860091,1
0.14381350630296857,1
0.143905519801955,1
0.1439785833144754,1
0.1440299951789921,1
0.14411116642601643,1
0.14419233108480417,1
0.14423832146741167,1
0.14429783529357318,1
0.14435193569852778,1
0.14442226184960655,1
0.14450340126339176,1
0.14456289931620037,1
0.14463050644309894,1
0.14470622099925853,1
0.14477922603528662,1
0.14484952214415558,1
0.14491170304463613,1
0.14497928659482567,1
0.14506038082636713,1
0.1451333600124653,1
0.14519822592923265,1
0.14526849259124383,1
0.14533334974338905,1
0.1454063090118831,1
0.1454900704970503,1
0.1455468081623646,1
0.14561705033579442,1
0.14569269023587775,1
0.14576022102656735,1
0.1458412519561175,1
0.1459060719725613,1
0.14596818721255536,1
0.14604380055834693,1
0.14611130764324107,1
0.1461815101775814,1
0.14624900796705456,1
0.14632190046280433,1
0.1463947876456254,1
0.1464649702824699,1
0.14652435174359527,1
0.1466026219187849,1
0.14667548864422708,1
0.14674295310060378,1
0.14682390444079743,1
0.1468832645923452,1
0.1469534129561634,1
0.1470343472618317,1
0.14710178751316655,1
0.1471827098116198,1
0.14723665437280722,1
0.14731217186997753,1
0.14737959338798517,1
0.1474497069450095,1
0.1475171191911436,1
0.14758452689317308,1
0.14766001812544155,1
0.14772741619599505,1
0.14780559226741782,1
0.14786489417614804,1
0.14794036424690993,1
0.14801582862237042,1
0.14807511806536336,1
0.1481667402908235,1
0.14821793729015156,1
0.14828529776978377,1
0.14837690074101711,1
0.14845233218195505,1
0.14852775793341988,1
0.14858162998730484,1
0.1486381925205674,1
0.14871899059007615,1
0.14880786092696657,1
0.14887248893892374,1
0.14893442019793868,1
0.14898827034913606,1
0.14906096345368858,1
0.14914172737272088,1
0.14919825823522187,1
0.1492736277477514,1
0.14934091715548212,1
0.149410893336695,1
0.14949701114591113,1
0.149553521928049,1
0.14962079250513477,1
0.14969882070564236,1
0.1497687718474886,1
0.14984947862367334,1
0.1499032795226994,1
0.14997052657629503,1
0.15004583790799636,1
0.15012114356832815,1
0.1501856867638842,1
0.15025291482974454,1
0.1503201383762961,1
0.15039542338385997,1
0.15047070272401836,1
0.1505379116321813,1
0.15059973983849748,1
0.15067769169385822,1
0.1507448866924255,1
0.15081207717612813,1
0.1508873251585771,1
0.1509518189228587,1
0.15102705639115338,1
0.1510996014463664,1
0.15116139493523295,1
0.1512285574403123,1
0.15130377409116505,1
0.15137361305865119,1
0.1514407613126205,1
0.15150790505800435,1
0.15158041523967405,1
0.15165560543061202,1
0.15172004966623173,1
0.1517925444674466,1
0.1518596645977385,1
0.15193214927866977,1
