strain,stress
0.059052798914501,400.14818823822
0.059144114641636,400.02303711475
0.059232476761442,399.393590515325
0.059297270687328,400.41223466407
0.059370895052904,400.607937613776
0.059435680011037,400.467659286228
0.059529905185718,400.505395199187
0.059615289082072,400.373330974027
0.059671226302861,400.561999068625
0.059750710655525,401.420769124931
0.059827245172629,401.285195205008
0.059918490211244,400.82736865501
0.059995011888989,401.518848693959
0.060047985005145,402.200960850514
0.060130382053023,401.406857986537
0.060215714695901,400.451931583654
0.060309866403794,401.150651565344
0.060380474367813,402.334710625609
0.060454019029313,402.530703187841
0.060512850864412,401.893236341603
0.060612857041348,401.600573483341
0.060692266587299,402.13179032958
0.06074814359907,402.482663916642
0.060824601819101,402.679901782312
0.060895173449335,402.708320562212
0.060992201309638,402.580904901888
0.061080400286587,402.449907524025
0.061136255615421,402.971933528428
0.061209744716285,403.496631030122
0.061283228416899,403.197703738199
0.061368462745223,403.232071488294
0.061441934784002,403.095132482748
0.061509524292373,403.451031576775
0.061580047604765,403.646074666081
0.061674070952006,403.188716303819
0.061756334129585,404.050475808073
0.061829777677236,403.913520807756
0.061897340977464,404.602876611384
0.061964899713202,405.458975382075
0.062055949918641,405.495894185788
0.062141118412811,405.530431131197
0.062205724156284,405.723325219085
0.062276198389172,405.751919266754
0.06234960376747,405.281551836819
0.062443554789697,404.990669954701
0.062531625857234,404.530602244825
0.06259033559338,405.050119173617
0.062660782727238,406.237026864337
0.06273709485562,405.276350638732
0.062819270635529,405.309655907349
0.06291024308708,405.842454569028
0.062974799161388,406.202298801914
0.063042285147069,406.558869993861
0.063133237313627,405.932965184581
0.063215380548004,406.13317323568
0.063282850300313,406.823558949134
0.063350315500762,407.514034122179
0.063417776149964,406.711557856357
0.06351162687459,406.582818347551
0.063608401210112,406.78909466153
0.063672912231256,407.316153078828
0.06374328314464,407.841155566022
0.06380778546528,407.700502201431
0.063892804895203,407.568191029698
0.063989542351289,407.278150798019
0.064042304292354,407.796126857457
0.064106787328941,408.156445324076
0.064185919918567,408.021721018903
0.064262115753622,408.38237082469
0.064358817491838,408.755969899666
0.06442328012258,408.949383943313
0.064490668430149,408.976943278756
0.064578559398529,408.845800585284
0.064666442642767,408.547524183989
0.064727956318594,409.403712692096
0.064801181951699,409.935073200224
0.064877330922553,409.464871777232
0.064965187914855,409.003902591973
0.065055965365213,409.705192281233
0.065108671071204,410.558159582575
0.065176013208815,410.585808377609
0.065255061236388,410.121176469032
0.065328248283484,409.816763195356
0.065407284278567,410.01638293256
0.065477533252668,410.709626894501
0.065553630739439,410.57362939757
0.065644354790593,410.280865080331
0.065726292020868,410.97908876106
0.06578481450376,411.835076229838
0.065863814423338,411.867612452902
0.06593403133511,411.394584665128
0.0660159448345,411.265477250116
0.066103701852924,411.799081484696
0.066176826819137,411.829195379641
0.066247021756356,412.192842055269
0.066340607341904,412.729048264785
0.066416639181736,412.760430006668
0.066489741268833,413.288308073325
0.066556990469543,413.483522871597
0.066633005859773,412.68231398967
0.066720708745838,413.053404941577
0.066814250013683,413.25950791933
0.066875631715817,413.78277068075
0.066948700258527,414.310938082109
0.067018841036943,414.177028266691
0.067097743532494,413.707175818128
0.06718540567098,413.91096966153
0.067243842827679,413.767622560434
0.067313962908346,414.299279004911
0.067404527402744,414.499835302803
0.067489241601917,414.534950811778
0.067562265324435,414.732811745904
0.067632363081628,415.595358314635
0.067693694588665,415.453237214767
0.067781304502658,414.656038773761
0.067871826684305,414.530466044516
0.06792730397148,415.21953314847
0.067997376145848,415.747083739046
0.068093717369018,415.954817283879
0.068172535103049,416.155294441387
0.068254265451324,416.687890648152
0.068321396097803,417.717628527052
0.068379766910079,417.075640875704
0.06846731674058,416.277987463486
0.068551940958039,416.145461268575
0.068613216093629,416.669722717603
0.068689075345576,417.367909196266
0.068770763489463,416.903164715719
0.068858279096469,417.107458127831
0.068945787045163,416.976138975911
0.069007038053272,417.337342460099
0.069065368858954,418.02851469561
0.06914994248399,417.560304681216
0.069234508956933,417.432285360484
0.069304489595652,418.128485934126
0.06937738088707,418.658107549956
0.069444436182933,418.518277062783
0.069531892855495,418.386961522586
0.069622256715842,418.760639354282
0.06967180762431,419.616565106261
0.069747586617827,419.480408852292
0.069832102567348,419.184463308603
0.069907869415308,419.379667232018
0.069998199308883,420.588994723974
0.070065212989896,420.449171949748
0.070132222180378,420.645367046272
0.07022835795913,420.186240540726
0.070307007631682,419.383583410948
0.070365262660564,419.408015325346
0.070432251748649,420.271922640341
0.070505060885354,420.46606346048
0.070583688799177,420.499125129652
0.070676869432815,420.538309330151
0.070740926082208,420.565248467995
0.070813712748887,421.263855890944
0.070892316398758,421.133366654672
0.070962181123213,420.826470645824
0.071046594486772,421.198343317387
0.07111644843384,422.395975112188
0.071186297501674,421.925433803607
0.071270691949733,421.792831881588
0.071352169486712,421.49074933322
0.071416182894633,421.517731256086
0.071494739204273,422.55579383811
0.071567471026077,423.255026671182
0.071648924386801,422.620950703294
0.071733279802396,422.324572096863
0.07179145180539,423.349838279497
0.071872886924912,423.552628143389
0.071948499312584,423.08422759409
0.072032829462262,423.288247692731
0.072111337347256,423.653636488718
0.072169487362682,424.014998359511
0.072247984520108,423.543155454892
0.072326475516214,423.576401083781
0.072404960351966,424.11485419489
0.072477626004252,424.314088628763
0.072556098978346,424.511262965158
0.072620035367473,424.206080513632
0.072704308907811,424.410284280937
0.072785669725648,424.276349434825
0.072849591439004,424.63587210533
0.072928035230436,425.174655272321
0.073000662884464,424.700027306211
0.073081999595252,424.065060724567
0.073169138730364,425.441155063291
0.073230131607286,425.804187759303
0.073305641443931,425.667787138563
0.073389857228051,425.535068159688
0.073462451349992,425.903121970387
0.073540847082981,426.437737341772
0.073610527019833,426.303403803819
0.073677299070239,426.331869906545
0.073764386349165,426.701705156428
0.073839855856617,426.401178678401
0.073909514962396,426.932292332564
0.073987875656712,427.467197541383
0.074057524452687,426.995487040134
0.074141676942852,426.529894968989
0.074217117982814,426.562074041637
0.074289652077496,427.933656888997
0.074362180911366,427.96469554369
0.074443406960605,428.168204960628
0.074515924644074,428.363453177257
0.074597138206783,428.398243512129
0.074669644743279,428.935659225371
0.074739246072693,428.627922650925
0.074820441501435,427.321373473287
0.074892931849377,428.191898496042
0.074974114801001,428.897441471572
0.075043694942857,428.927285254646
0.075110371369431,429.293602964523
0.075203131176673,429.497736204013
0.075272695385916,429.363293282461
0.075348051152117,428.72005410969
0.075423401240254,429.090182570594
0.075498745651183,429.62472071991
0.07557408438576,429.826026351022
0.075652314756858,429.526318847636
0.075721847727103,429.72058157995
0.075797169655959,430.090899623217
0.07587248591185,430.292281126963
0.075947796495629,429.817687386224
0.076037582471989,429.856280719487
0.076104192664821,430.725479234579
0.076176590016268,430.925702592502
0.076254773269166,430.959395082765
0.076330055069247,430.658279444139
0.076405331202405,431.362439354811
0.076474811834707,431.392411731087
0.07654718236025,431.254531455061
0.076628231131392,431.289485521358
0.076709273334164,431.493568501016
0.07677583880205,431.52229202828
0.076856869043738,432.060149707887
0.076920531056347,432.256821049066
0.077004442972033,431.451772257737
0.077094134130715,431.993480642225
0.077154888087335,432.527339642162
0.077232994894094,433.064203383642
0.077311095600655,432.256447480526
0.077389190207973,432.459449642268
0.077461494592109,432.993913546209
0.077530901882794,433.531771318424
0.077606087678498,433.395087316371
0.077684159252822,433.090336723678
0.077765115929479,432.956092116126
0.077834502150559,433.155453674696
0.077912555894938,434.031350572584
0.077984822448708,434.401407222387
0.0780570837804,433.590590893696
0.07814090038394,433.961099339571
0.07821026053656,434.329965920156
0.078288284958244,434.70264794833
0.078366303292592,434.736564047881
0.078441426306563,434.934067143643
0.078513654652175,434.800627791478
0.078591655406222,434.495648734177
0.078655207078085,434.862179231404
0.078736085183271,435.23171526396
0.07881984489692,435.437657923564
0.078886270026437,435.46658288705
0.078970017162117,435.503053493184
0.079045094838672,435.705275708056
0.079117279597036,435.73672812328
0.079195233283924,436.444313838851
0.079258746610196,436.302474096143
0.079336689270418,436.506055866602
0.079414625856056,436.37048989776
0.079492556368055,436.065297193176
0.079573366781098,436.270151242538
0.079648399174926,436.811767071673
0.079711883726559,437.004551458448
0.079792676418327,436.705142405063
0.079870577475368,437.073906851954
0.079936932848808,437.272585702341
0.080014822669369,437.646023916748
0.080086937464616,437.677585808179
0.080170584112381,437.205051596037
0.080245571710621,437.577293906905
0.080314786041476,437.947061195546
0.080386879208949,437.978635324499
0.080464733992516,437.67320485479
0.080542582715187,437.707278481013
0.080611776492388,438.412138139791
0.080689613769276,438.616067720461
0.080753032256363,438.30425654079
0.080842387844101,439.022740781508
0.08092308925469,439.563110897083
0.080986492937312,439.590981700605
0.081058537697312,438.777913535625
0.081090235747452,438.791822160366
0.081165154417508,438.824697091571
0.081237186307498,438.181313595424
0.081332260458204,438.222975292113
0.08141004167696,439.437357700775
0.081456131396368,439.967412670399
0.081568466188732,439.846886351128
0.081663508849998,439.888692556412
0.081744144024833,441.444819665234
0.081787338765447,441.803868062317
0.081885239937173,440.321658772914
0.081971615365144,439.51877735913
0.082040710336209,440.900220143093
0.082115557834467,441.778854567969
0.082196156567959,441.47434391008
0.082273870623449,441.003032550485
0.082342944714072,441.539151866983
0.082417769595107,441.572191217561
0.082483956169328,441.265799050633
0.082573157230017,440.964915025295
0.0826537190915,441.340715981013
0.082714136228695,441.873225440286
0.082794686733906,442.249142526777
0.082869477822295,441.941872062995
0.082944263317395,441.804737415859
0.083024795288631,443.192721677744
0.083093817531076,443.057701039329
0.083165710634689,442.919330561259
0.083243349381639,442.277370083824
0.083323857271456,442.483229673807
0.083401483741546,443.359698705601
0.083470479989902,443.560566220207
0.083542346020154,443.933021384573
0.083625704145392,443.459120142035
0.083700433109224,443.662576084311
0.083760787041947,444.200330902587
0.083841253286401,444.572150602218
0.083918839604811,443.92983812074
0.083993546666962,443.456512346006
0.08407686719101,444.506530735363
0.084140071233792,445.216187661403
0.084211889161014,444.736955529508
0.084289446729594,444.435223794505
0.084364126110939,444.80466608103
0.084435927949384,445.007045796114
0.084516339888302,445.383740077685
0.084582387715568,445.242691937259
0.084668530500158,445.281048034588
0.084748923737982,445.823721503112
0.084814956205883,446.701080010901
0.084886725682356,447.074175918674
0.08495849000834,446.258220637886
0.085035989696227,446.122263769527
0.085122093416822,446.667741839888
0.085188101248819,447.038364432073
0.085262713551849,446.90113848641
0.085348797753729,446.261836236823
0.085417659780079,446.463175974239
0.085492254957822,447.174353488421
0.085563975843118,446.694526930486
0.085627085967437,446.55668684645
0.08572174368663,447.447646810571
0.085793448115269,448.157808412006
0.085868015267326,447.84985743618
0.085939709208789,448.052663982791
0.086014265455776,447.744650350853
0.086097417789466,447.781882911392
0.086174829264466,448.328759948774
0.086229300414121,448.353181596884
0.086303835074206,448.386600694297
0.086386963333993,448.423875841412
0.086458620081008,448.456009588925
0.086547467316842,448.495855435841
0.086607649669389,449.372287900597
0.086676425066164,449.403194720799
0.086762387661026,449.270990485161
0.086834017512368,449.47402285043
0.086905642233241,449.677079690741
0.086977261824381,449.196663112273
