stress
400.1481882382202
400.0230371147495
399.3935905153253
400.4122346640701
400.6079376137758
400.4676592862284
400.5053951991872
400.3733309740272
400.5619990686253
401.42076912493116
401.2851952050083
400.82736865501033
401.5188486939587
402.20096085051443
401.40685798653726
400.4519315836543
401.15065156534433
402.3347106256086
402.53070318784125
401.89323634160286
401.600573483341
402.13179032957953
402.48266391664197
402.67990178231224
402.7083205622115
402.5809049018882
402.4499075240252
402.9719335284281
403.4966310301215
403.1977037381989
403.23207148829425
403.09513248274834
403.4510315767748
403.646074666081
403.18871630381864
404.05047580807326
403.91352080775573
404.602876611384
405.4589753820752
405.49589418578796
405.5304311311968
405.72332521908476
405.7519192667541
405.2815518368189
404.99066995470133
404.53060224482454
405.0501191736167
406.2370268643367
405.2763506387324
405.30965590734934
405.84245456902744
406.20229880191346
406.55886999386144
405.9329651845814
406.1331732356801
406.82355894913417
407.51403412217934
406.71155785635665
406.58281834755087
406.78909466152993
407.3161530788281
407.84115556602177
407.70050220143094
407.5681910296981
407.2781507980187
407.7961268574573
408.15644532407595
408.0217210189026
408.3823708246899
408.75596989966556
408.9493839433131
408.9769432787562
408.8458005852843
408.5475241839888
409.40371269209595
409.9350732002243
409.4648717772321
409.0039025919732
409.7051922812327
410.5581595825747
410.5858083776088
410.12117646903175
409.8167631953558
410.0163829325599
410.7096268945006
410.57362939756985
410.280865080331
410.97908876106015
411.8350762298378
411.8676124529021
411.3945846651284
411.26547725011636
411.7990814846957
411.829195379641
412.1928420552685
412.7290482647855
412.7604300066677
413.2883080733245
413.48352287159724
412.6823139896702
413.0534049415774
413.25950791933025
413.78277068075016
414.3109380821091
414.1770282666906
413.70717581812784
413.91096966153
413.7676225604335
414.29927900491083
414.4998353028026
414.53495081177766
414.73281174590403
415.5953583146352
415.45323721476655
414.6560387737606
414.5304660445155
415.21953314846957
415.7470837390457
415.9548172838787
416.15529444138684
416.68789064815206
417.7176285270521
417.07564087570375
416.27798746348583
416.14546126857454
416.66972271760295
417.367909196266
416.9031647157191
417.10745812783114
416.9761389759113
417.3373424600991
418.02851469560983
417.5603046812158
417.4322853604843
418.12848593412633
418.6581075499555
418.5182770627831
418.38696152258575
418.7606393542821
419.61656510626136
419.4804088522924
419.1844633086026
419.379667232018
420.5889947239744
420.449171949748
420.64536704627244
420.18624054072643
419.38358341094784
419.40801532534607
420.2719226403412
420.4660634604801
420.4991251296516
420.5383093301511
420.5652484679946
421.26385589094446
421.1333666546717
420.8264706458236
421.198343317387
422.3959751121883
421.92543380360684
421.79283188158837
421.4907493332204
421.5177312560856
422.5557938381101
423.2550266711824
422.6209507032936
422.324572096863
423.3498382794971
423.5526281433893
423.08422759408995
423.28824769273103
423.6536364887176
424.01499835951057
423.5431554548918
423.5764010837813
424.11485419489014
424.31408862876253
424.51126296515804
424.20608051363183
424.4102842809365
424.27634943482485
424.63587210532995
425.17465527232133
424.70002730621053
424.0650607245671
425.4411550632911
425.80418775930315
425.6677871385631
425.5350681596883
425.90312197038656
426.43773734177216
426.30340380381864
426.33186990654497
426.7017051564285
426.4011786784006
426.9322923325642
427.46719754138263
426.9954870401338
